,Title,Price,PID,Location,Bedroom,Bathroom,Toilet,Status,Date Added,Date Updated
7826,2 bedroom Flat / Apartment for rent Ipaja Lagos," 800,000/year ",0KZCG,Ipaja Lagos,2,3,3,Newly Built,26 Feb 2024,02 May 2024
7827,1 bedroom Flat / Apartment for rent Alaja Ayobo Ipaja Lagos," 400,000/year ",1LFJM,Alaja Ayobo Ipaja Lagos,1,0,0,,25 Apr 2024,02 May 2024
7828,4 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 8,000,000/year ",8LBXX,Magodo Gra Phase 2 Kosofe Ikosi Lagos,4,4,5,,23 Mar 2024,02 May 2024
7829,1 bedroom Flat / Apartment for rent Olowora Ojodu Lagos," 850,000/year ",6LFBK,Olowora Ojodu Lagos,1,0,0,,22 Apr 2024,02 May 2024
7830,1 bedroom Flat / Apartment for rent Grammar School Berger Ojodu Lagos," 600,000/year ",5LFLR,Grammar School Berger Ojodu Lagos,1,0,0,,25 Apr 2024,02 May 2024
7831,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",2KZUU,Lekki Phase 1 Lekki Lagos,4,4,5,Newly Built,04 Mar 2024,02 May 2024
7832,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",2KZUU,Lekki Phase 1 Lekki Lagos,4,4,5,,04 Mar 2024,02 May 2024
7833,1 bedroom Flat / Apartment for rent chevron Lekki Lagos," 3,000,000 ",1LGAR,Chevron Lekki Lagos,1,1,1,,01 May 2024,02 May 2024
7834,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 5,500,000/year ",3LFTS,Ikate Lekki Lagos,2,0,0,"Serviced ,Newly Built",28 Apr 2024,02 May 2024
7835,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos," 650,000/year ",1LBXY,Ayobo Ipaja Lagos,2,0,0,,23 Mar 2024,02 May 2024
7836,Commercial Property for rent Awolowo way Ikeja Lagos," 2,000,000/year ",5KZCE,Awolowo Way Ikeja Lagos,0,0,0,,26 Feb 2024,02 May 2024
7837,2 bedroom Flat / Apartment for rent Akiode Ojodu Lagos," 1,500,000/year ",4LFVS,Akiode Ojodu Lagos,2,0,0,,29 Apr 2024,02 May 2024
7838,2 bedroom Flat / Apartment for rent Skymall Sangotedo Ajah Lagos," 1,600,000/year ",1LDLN,Skymall Sangotedo Ajah Lagos,2,0,0,,07 Apr 2024,02 May 2024
7839,4 bedroom House for rent Omole phase 2 Ojodu Lagos," 7,500,000/year ",9LFBK,Omole Phase 2 Ojodu Lagos,4,4,5,Newly Built,22 Apr 2024,02 May 2024
7840,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos," 600,000/year ",5LDEM,Ayobo Ipaja Lagos,2,0,0,,04 Apr 2024,02 May 2024
7841,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",1LAPH,Lekki Phase 1 Lekki Lagos,4,4,5,,11 Mar 2024,02 May 2024
7842,2 bedroom Flat / Apartment for rent Iyana Ipaja Ipaja Lagos," 1,200,000/year ",6LCHL,Iyana Ipaja Ipaja Lagos,2,3,3,Newly Built,27 Mar 2024,02 May 2024
7843,3 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos," 6,000,000/year ",3LCTQ,Soluyi Gbagada Lagos,3,3,4,Furnished,31 Mar 2024,02 May 2024
7844,2 bedroom Flat / Apartment for rent Shasha Alimosho Lagos," 1,500,000/year ",5LFEK,Shasha Alimosho Lagos,2,0,0,,23 Apr 2024,02 May 2024
7845,3 bedroom Flat / Apartment for rent Thomas estate Ajah Lagos," 2,000,000/year ",7LFPT,Thomas Estate Ajah Lagos,3,0,0,,26 Apr 2024,02 May 2024
7846,1 bedroom Flat / Apartment for rent Meiran Abule Egba Lagos," 750,000/year ",9LFJK,Meiran Abule Egba Lagos,1,0,0,,25 Apr 2024,02 May 2024
7847,1 bedroom Flat / Apartment for rent Southern View Estate orchid Lekki Lagos," 3,000,000/year ",6LFNK,Southern View Estate Orchid Lekki Lagos,1,0,0,Serviced,26 Apr 2024,02 May 2024
7848,3 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos," 650,000/year ",9LDHM,Ayobo Ipaja Lagos,3,0,0,,05 Apr 2024,02 May 2024
7849,2 bedroom Flat / Apartment for rent Baruwa Ipaja Lagos," 750,000/year ",8LBUP,Baruwa Ipaja Lagos,2,0,0,,22 Mar 2024,02 May 2024
7850,2 bedroom Flat / Apartment for rent Naco Estate Ayobo Ipaja Lagos," 900,000/year ",6LFAQ,Naco Estate Ayobo Ipaja Lagos,2,2,3,Newly Built,22 Apr 2024,02 May 2024
7851,1 bedroom Flat / Apartment for rent Agboyi Estate Alapere Kosofe/Ikosi Lagos," 700,000/year ",5LFJK,Agboyi Estate Alapere Kosofe Ikosi Lagos,1,0,0,,25 Apr 2024,02 May 2024
7852,2 bedroom Flat / Apartment for rent Shagari Estate Egbeda Alimosho Lagos," 1,700,000/year ",5LDHV,Shagari Estate Egbeda Alimosho Lagos,2,0,0,Newly Built,05 Apr 2024,02 May 2024
7853,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos," 400,000/year ",1LBUU,Ayobo Ipaja Lagos,2,0,0,,22 Mar 2024,02 May 2024
7854,4 bedroom House for rent Omole phase 2 Ojodu Lagos," 10,000,000/year ",9LCYU,Omole Phase 2 Ojodu Lagos,4,4,5,,02 Apr 2024,02 May 2024
7855,3 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos," 3,000,000/year ",4LCYF,Ajao Estate Isolo Lagos,3,0,0,,02 Apr 2024,02 May 2024
7856,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos," 800,000/year ",8LBMV,Ayobo Ipaja Lagos,2,0,0,,20 Mar 2024,02 May 2024
7857,2 bedroom Flat / Apartment for rent Mafoluku Oshodi Lagos," 1,500,000/year ",6LCYF,Mafoluku Oshodi Lagos,2,0,0,,02 Apr 2024,02 May 2024
7858,1 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos," 1,000,000/year ",1LFQQ,Ajao Estate Isolo Lagos,1,1,1,Newly Built,26 Apr 2024,02 May 2024
7859,Flat / Apartment for rent Shomolu Lagos," 650,000/year ",6KTWR,Shomolu Lagos,0,1,1,,06 Jan 2024,02 May 2024
7860,2 bedroom Flat / Apartment for rent Shogunle Oshodi Lagos," 900,000/year ",6KZYX,Shogunle Oshodi Lagos,2,0,0,,05 Mar 2024,02 May 2024
7861,Flat / Apartment for rent Lawanson Surulere Lagos," 450,000/year ",3KULG,Lawanson Surulere Lagos,0,1,1,,11 Jan 2024,02 May 2024
7862,1 bedroom Flat / Apartment for rent Oke-Ira Ogba Lagos," 1,000,000/year ",1LFUU,Oke Ira Ogba Lagos,1,0,0,,29 Apr 2024,02 May 2024
7863,2 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos," 1,500,000/year ",0KYWU,Ajao Estate Isolo Lagos,2,0,0,,24 Feb 2024,02 May 2024
7864,2 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 4,200,000/year ",0LDAW,Ologolo Lekki Lagos,2,2,3,Newly Built,03 Apr 2024,02 May 2024
7865,2 bedroom Flat / Apartment for rent Ifako-ogba Ogba Lagos," 2,200,000/year ",8LDKM,Ifako Ogba Ogba Lagos,2,2,3,,06 Apr 2024,02 May 2024
7866,3 bedroom Flat / Apartment for rent Magodo GRA Phase 1 Ojodu Lagos," 2,500,000/year ",4LFMY,Magodo Gra Phase 1 Ojodu Lagos,3,3,4,,26 Apr 2024,02 May 2024
7867,3 bedroom Flat / Apartment for rent Magodo GRA Phase 1 Ojodu Lagos," 2,500,000/year ",4LFMY,Magodo Gra Phase 1 Ojodu Lagos,3,3,4,,26 Apr 2024,02 May 2024
7868,2 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos," 1,500,000/year ",6LFND,Sangotedo Ajah Lagos,2,0,0,,26 Apr 2024,02 May 2024
7869,1 bedroom Flat / Apartment for rent Idado Lekki Lagos," 1,500,000/year ",5LFVR,Idado Lekki Lagos,1,0,0,,29 Apr 2024,02 May 2024
7870,3 bedroom Flat / Apartment for rent Mogodo Isheri Ojodu Lagos," 1,700,000/year ",3LDKL,Mogodo Isheri Ojodu Lagos,3,0,0,,06 Apr 2024,02 May 2024
7871,3 bedroom Flat / Apartment for rent Ogombo Ajah Lagos," 1,300,000/year ",2LBZB,Ogombo Ajah Lagos,3,0,0,,23 Mar 2024,02 May 2024
7872,2 bedroom Flat / Apartment for rent orchid Lekki Lagos," 3,000,000/year ",3LDEU,Orchid Lekki Lagos,2,0,0,,04 Apr 2024,02 May 2024
7873,2 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos," 1,300,000/year ",0LCDQ,Sangotedo Ajah Lagos,2,0,0,,25 Mar 2024,02 May 2024
7874,2 bedroom Flat / Apartment for rent K Farm Estate Ifako-ogba Ogba Lagos," 1,600,000/year ",8KZZM,K Farm Estate Ifako Ogba Ogba Lagos,2,0,0,,05 Mar 2024,02 May 2024
7875,2 bedroom Flat / Apartment for rent Ifako-gbagada Gbagada Lagos," 1,500,000/year ",8KZYX,Ifako Gbagada Gbagada Lagos,2,0,0,,05 Mar 2024,02 May 2024
7876,2 bedroom Flat / Apartment for rent Ikola Abule Egba Lagos," 900,000/year ",5LCDQ,Ikola Abule Egba Lagos,2,0,0,,25 Mar 2024,02 May 2024
7877,4 bedroom House for rent Mende Maryland Lagos," 7,000,000/year ",8KZMQ,Mende Maryland Lagos,4,4,5,Newly Built,01 Mar 2024,02 May 2024
7878,3 bedroom Flat / Apartment for rent Abiodun Berger Ojodu Lagos," 950,000/year ",9LFKX,Abiodun Berger Ojodu Lagos,3,0,0,,25 Apr 2024,02 May 2024
7879,3 bedroom Flat / Apartment for rent Pine Estate Berger Ojodu Lagos," 1,700,000/year ",0LBTT,Pine Estate Berger Ojodu Lagos,3,4,4,,22 Mar 2024,02 May 2024
7880,Flat / Apartment for rent Ifako-ogba Ogba Lagos," 300,000/year ",6LCBV,Ifako Ogba Ogba Lagos,0,0,0,,25 Mar 2024,02 May 2024
7881,2 bedroom Flat / Apartment for rent Magodo GRA Phase 1 Ojodu Lagos," 2,000,000/year ",5LAGA,Magodo Gra Phase 1 Ojodu Lagos,2,3,3,Newly Built,08 Mar 2024,02 May 2024
7882,2 bedroom Flat / Apartment for rent Evergreen Estate Iyana Ipaja Ipaja Lagos," 1,200,000/year ",4LCFA,Evergreen Estate Iyana Ipaja Ipaja Lagos,2,0,0,,26 Mar 2024,02 May 2024
7883,2 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos," 1,500,000/year ",3LDDM,Alapere Kosofe Ikosi Lagos,2,0,0,,04 Apr 2024,02 May 2024
7884,2 bedroom Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos," 1,500,000/year ",3LDDM,Alapere Kosofe Ikosi Lagos,2,0,0,,04 Apr 2024,02 May 2024
7885,1 bedroom Flat / Apartment for rent Randle Avenue Surulere Lagos," 1,800,000/year ",5LBJR,Randle Avenue Surulere Lagos,1,2,2,Newly Built,18 Mar 2024,02 May 2024
7886,1 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos," 8,000,000/year ",8LFYN,Alagomeji Yaba Lagos,1,0,0,,30 Apr 2024,02 May 2024
7887,1 bedroom Flat / Apartment for rent Meiran Abule Egba Lagos," 550,000/year ",8LFYL,Meiran Abule Egba Lagos,1,0,0,,30 Apr 2024,02 May 2024
7888,2 bedroom Flat / Apartment for rent Ado Road Ajah Lagos," 1,500,000/year ",2LFYM,Ado Road Ajah Lagos,2,0,0,,30 Apr 2024,02 May 2024
7889,1 bedroom Flat / Apartment for rent Iyana Ipaja Ipaja Lagos," 600,000/year ",9LFYK,Iyana Ipaja Ipaja Lagos,1,0,0,,30 Apr 2024,02 May 2024
7890,3 bedroom Flat / Apartment for rent Ojodu Grammer School Ojodu Lagos," 1,600,000/year ",0LFKM,Ojodu Grammer School Ojodu Lagos,3,0,0,,25 Apr 2024,02 May 2024
7891,4 bedroom House for rent Egbeda Alimosho Lagos," 2,500,000/year ",6LFYL,Egbeda Alimosho Lagos,4,0,0,,30 Apr 2024,02 May 2024
7892,2 bedroom Flat / Apartment for rent Toyin street Ikeja Lagos," 2,500,000/year ",0LFKN,Toyin Street Ikeja Lagos,2,0,0,,25 Apr 2024,02 May 2024
7893,1 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos," 1,500,000/year ",5LFYK,Soluyi Gbagada Lagos,1,0,0,,30 Apr 2024,02 May 2024
7894,1 bedroom Flat / Apartment for rent Off Kilo Masha Road Suruler Kilo-Marsha Surulere Lagos," 5,000,007 ",6LGCL,Off Kilo Masha Road Suruler Kilo Marsha Surulere Lagos,1,1,1,,30 Apr 2024,02 May 2024
7895,3 bedroom House for rent Ogudu Gra Phase 2 Ogudu GRA Ogudu Lagos," 4,000,000/year ",5LGCL,Ogudu Gra Phase 2 Ogudu Gra Ogudu Lagos,3,4,4,,30 Apr 2024,02 May 2024
7896,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 157,000/sqm ",2KJGN,Lekki Phase 1 Lekki Lagos,0,0,0,Newly Built,15 Oct 2023,02 May 2024
7897,Commercial Property for rent Around Blenco Supermarket Sangotedo Ajah Lagos," 1,500,000/year ",4KWMA,Around Blenco Supermarket Sangotedo Ajah Lagos,0,0,1,,31 Jan 2024,02 May 2024
7898,6 bedroom Commercial Property for rent  Lekki Phase 1 Lekki Lagos," 12,000,000/year ",6KWVL,Lekki Phase 1 Lekki Lagos,6,6,7,,03 Feb 2024,02 May 2024
7899,1 bedroom Flat / Apartment for rent Wepco Estate Itele Close To Ayobo Ayobo Ipaja Lagos," 350,000 ",2LGCL,Wepco Estate Itele Close To Ayobo Ayobo Ipaja Lagos,1,1,1,Newly Built,03 Feb 2024,02 May 2024
7900,Commercial Property for rent  Ado Ajah Lagos," 1,500,000/year ",8KWZM,Ado Ajah Lagos,0,0,1,,06 Feb 2024,02 May 2024
7901,Commercial Property for rent Sangotedo Ajah Lagos," 2,500,000/year ",1JWVS,Sangotedo Ajah Lagos,0,1,1,Newly Built,31 Jul 2023,02 May 2024
7902,Commercial Property for rent Along Ado Road Ado Ajah Lagos," 3,500,000/year ",9JYJT,Along Ado Road Ado Ajah Lagos, , ,3,,11 Aug 2023,02 May 2024
7903,Commercial Property for rent Freedom Way Ikate Lekki Lagos," 11,000,000/year ",7JYZA,Freedom Way Ikate Lekki Lagos, , ,2,,15 Aug 2023,02 May 2024
7904,Commercial Property for rent Olokonla Sangotedo Ajah Lagos," 2,200,000/year ",9JYZB,Olokonla Sangotedo Ajah Lagos, , ,1,Newly Built,15 Aug 2023,02 May 2024
7905,Commercial Property for rent Sangotedo Ajah Lagos," 6,500,000/year ",6LAQC,Sangotedo Ajah Lagos, , ,1,,11 Mar 2024,02 May 2024
7906,Commercial Property for rent Close To Blenco Olokonla Ajah Lagos," 7,000,000/year ",2LAMT,Close To Blenco Olokonla Ajah Lagos, , ,3,Newly Built,10 Mar 2024,02 May 2024
7907,3 bedroom House for rent  Ikate Lekki Lagos," 8,500,000/year ",0LBVW,Ikate Lekki Lagos,3,3,4,Newly Built,22 Mar 2024,02 May 2024
7908,5 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 25,000,000/year ",1LCGS,Lekki Phase 1 Lekki Lagos,5,5,6,,26 Mar 2024,02 May 2024
7909,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 150,000/sqm ",9KRFD,Lekki Phase 1 Lekki Lagos,0,0,4,,08 Dec 2023,02 May 2024
7910,Flat / Apartment for rent Marshall Hill Estate Ado Ajah Lagos," 350,000/year ",8KTCC,Marshall Hill Estate Ado Ajah Lagos, , ,1,,28 Dec 2023,02 May 2024
7911,Land for rent Few Minutes To Ajah Ado Ajah Lagos," 3,000,000/year ",9KSWA,Few Minutes To Ajah Ado Ajah Lagos, , , ,,24 Dec 2023,02 May 2024
7912,3 bedroom House for rent Victory Estate Off Ago Palace Way Okota Ago palace Okota Lagos," 3,200,000/year ",0LGCK,Victory Estate Off Ago Palace Way Okota Ago Palace Okota Lagos,3,4,4,,24 Dec 2023,02 May 2024
7913,2 bedroom House for rent Victory Estate Amuwo Odofin Amuwo Odofin Lagos," 2,200,000/year ",8LGCJ,Victory Estate Amuwo Odofin Amuwo Odofin Lagos,2,3,3,,24 Dec 2023,02 May 2024
7914,2 bedroom House for rent Victory Estate Amuwo Odofin Amuwo Odofin Lagos," 2,000,000/year ",6LGCJ,Victory Estate Amuwo Odofin Amuwo Odofin Lagos,2,3,3,,24 Dec 2023,02 May 2024
7915,1 bedroom Flat / Apartment for rent 29 Off Onigbongbon Meryland Maryland Lagos," 1,500,000/year ",5LGCJ,29 Off Onigbongbon Meryland Maryland Lagos,1,2,2,Newly Built,24 Dec 2023,02 May 2024
7916,Flat / Apartment for rent 29 Off Ketu Alapere Ketu Lagos," 600,000/year ",3LGCJ,29 Off Ketu Alapere Ketu Lagos,0,1,1,Newly Built,24 Dec 2023,02 May 2024
7917,4 bedroom House for rent Magodo Phase 2 Gra Shangisha Alausa Ikeja Lagos," 6,000,000/year ",4LGCF,Magodo Phase 2 Gra Shangisha Alausa Ikeja Lagos,4,0,0,,24 Dec 2023,02 May 2024
7918,1 bedroom Flat / Apartment for rent Itele Close To Ayobo Lagos Ayobo Ipaja Lagos," 250,000/year ",9LGCD,Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,1,1,1,Newly Built,24 Dec 2023,02 May 2024
7919,1 bedroom Flat / Apartment for rent Itele Close To Ayobo Lagos Ayobo Ipaja Lagos," 250,000/year ",9LGCD,Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,1,1,1,,24 Dec 2023,02 May 2024
7920,2 bedroom Flat / Apartment for rent Obawole Ifako-ogba Ogba Lagos," 2,000,000/year ",7LBLP,Obawole Ifako Ogba Ogba Lagos,2,3,3,,19 Mar 2024,01 May 2024
7921,1 bedroom Flat / Apartment for rent Itele Close To Ayobo Lagos Ayobo Ipaja Lagos," 170,000/year ",2LGCD,Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,1,1,2,,19 Mar 2024,01 May 2024
7922,Flat / Apartment for rent Onipanu Onipanu Shomolu Lagos," 550,000/year ",6LGCC,Onipanu Onipanu Shomolu Lagos,0,0,0,,19 Mar 2024,01 May 2024
7923,3 bedroom House for rent Lekki Conservation Road chevron Lekki Lagos," 3,500,000/year ",5LGCC,Lekki Conservation Road Chevron Lekki Lagos,3,4,4,,19 Mar 2024,01 May 2024
7924,3 bedroom House for rent Lekki Conservation Road chevron Lekki Lagos," 3,500,000/year ",1LGCC,Lekki Conservation Road Chevron Lekki Lagos,3,4,4,,19 Mar 2024,01 May 2024
7925,3 bedroom House for rent Ikota Lekki Lagos," 3,200,000/year ",0LGCC,Ikota Lekki Lagos,3,4,4,,19 Mar 2024,01 May 2024
7926,4 bedroom House for rent Ikota Lekki Lagos," 3,500,000/year ",8LGCB,Ikota Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7927,3 bedroom House for rent Idado Lekki Lagos," 5,000,000/year ",6LGCB,Idado Lekki Lagos,3,4,4,,19 Mar 2024,01 May 2024
7928,4 bedroom House for rent Orchid chevron Lekki Lagos," 7,000,000/year ",5LGCB,Orchid Chevron Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7929,4 bedroom House for rent Ikota Lekki Lagos," 7,500,000/year ",3LGCB,Ikota Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7930,"4 bedroom House for rent Northern Foreshore Estate Extension, Chevron Drive chevron Lekki Lagos"," 5,500,000/year ",1LGCB,"Northern Foreshore Estate Extension, Chevron Drive Chevron Lekki Lagos",4,5,5,,19 Mar 2024,01 May 2024
7931,"3 bedroom House for rent Spring Garden Estate, Phase 3, Lafiaji, Orchid Road, Eleganza chevron Lekki Lagos"," 3,500,000/year ",0LGCB,"Spring Garden Estate, Phase 3, Lafiaji, Orchid Road, Eleganza Chevron Lekki Lagos",3,4,4,,19 Mar 2024,01 May 2024
7932,5 bedroom House for rent Chevy View Estate chevron Lekki Lagos," 8,000,000/year ",9LGCA,Chevy View Estate Chevron Lekki Lagos,5,6,6,,19 Mar 2024,01 May 2024
7933,2 bedroom House for rent Ikate Lekki Lagos," 3,800,000/year ",4LGCA,Ikate Lekki Lagos,2,3,3,,19 Mar 2024,01 May 2024
7934,2 bedroom House for rent Ocean Bay Estate Orchid chevron Lekki Lagos," 4,500,000/year ",3LGCA,Ocean Bay Estate Orchid Chevron Lekki Lagos,2,3,3,"Furnished ,Serviced",19 Mar 2024,01 May 2024
7935,4 bedroom House for rent Lekki Conservation Road* chevron Lekki Lagos," 4,500,000/year ",2LGCA,Lekki Conservation Road* Chevron Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7936,4 bedroom House for rent Lekki Conservation Road* chevron Lekki Lagos," 4,500,000/year ",2LGCA,Lekki Conservation Road* Chevron Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7937,3 bedroom House for rent Ikate Lekki Lagos," 8,000,000/year ",0LGCA,Ikate Lekki Lagos,3,4,4,,19 Mar 2024,01 May 2024
7938,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 25,000,000/year ",9LGBZ,Lekki Phase 1 Lekki Lagos,5,6,6,,19 Mar 2024,01 May 2024
7939,3 bedroom House for rent Berger Ojodu Lagos," 1,800,000/year ",4LGBZ,Berger Ojodu Lagos,3,3,3,Serviced,19 Mar 2024,01 May 2024
7940,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 12,000,000/year ",2LGBZ,Lekki Phase 1 Lekki Lagos,5,6,6,,19 Mar 2024,01 May 2024
7941,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 23,000,000/year ",1LGBZ,Lekki Phase 1 Lekki Lagos,0,0,0,,19 Mar 2024,01 May 2024
7942,"2 bedroom House for rent By Idado Ext., Agungi Lekki Lagos"," 3,500,000/year ",9LGBY,"By Idado Ext., Agungi Lekki Lagos",2,2,3,Serviced,19 Mar 2024,01 May 2024
7943,2 bedroom House for rent Ikate Lekki Lagos," 5,500,000/year ",8LGBY,Ikate Lekki Lagos,2,3,3,,19 Mar 2024,01 May 2024
7944,2 bedroom House for rent Ogba Bus-stop Ogba Lagos," 1,200,000/year ",9LGBX,Ogba Bus Stop Ogba Lagos,2,2,2,Serviced,19 Mar 2024,01 May 2024
7945,2 bedroom House for rent In An Estate Orchid Road Lekki Lagos chevron Lekki Lagos," 3,000,000/year ",7LGBX,In An Estate Orchid Road Lekki Lagos Chevron Lekki Lagos,2,3,3,"Furnished ,Serviced",19 Mar 2024,01 May 2024
7946,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 6,000,000/year ",6LGBX,Lekki Phase 1 Lekki Lagos,2,3,3,,19 Mar 2024,01 May 2024
7947,4 bedroom House for rent Idado Lekki Lagos," 7,000,000 ",2LGBX,Idado Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7948,4 bedroom Flat / Apartment for rent Estate Lekki Gardens estate Ajah Lagos," 3,500,000/year ",1LGBX,Estate Lekki Gardens Estate Ajah Lagos,4,4,5,,19 Mar 2024,01 May 2024
7949,4 bedroom House for rent Lekki Conservation Road* chevron Lekki Lagos," 5,000,000 ",9LGBW,Lekki Conservation Road* Chevron Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7950,1 bedroom Flat / Apartment for rent Beach Estate Ogudu-Orike Ogudu Lagos," 700,000/year ",8LGBW,Beach Estate Ogudu Orike Ogudu Lagos,1,1,1,,19 Mar 2024,01 May 2024
7951,4 bedroom House for rent VGC Lekki Lagos," 5,000,000 ",6LGBW,Vgc Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7952,4 bedroom House for rent VGC Lekki Lagos," 5,000,000 ",5LGBW,Vgc Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7953,2 bedroom House for rent Osapa london Lekki Lagos," 3,500,000 ",2LGBW,Osapa London Lekki Lagos,2,3,3,,19 Mar 2024,01 May 2024
7954,"3 bedroom House for rent Oceanbay Estate, Orchid Road chevron Lekki Lagos"," 4,000,000 ",1LGBW,"Oceanbay Estate, Orchid Road Chevron Lekki Lagos",3,4,4,,19 Mar 2024,01 May 2024
7955,4 bedroom House for rent Lekki Conservation Road* chevron Lekki Lagos," 6,500,000 ",7LGBV,Lekki Conservation Road* Chevron Lekki Lagos,4,5,5,,19 Mar 2024,01 May 2024
7956,3 bedroom House for rent Victoria Island Lagos," 8,500,000/year ",3LGBV,Victoria Island Lagos,3,3,4,,,
7957,3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 14,000,000 ",9LGBU,Oniru Victoria Island Lagos,3,3,4,"Furnished ,Serviced ,Newly Built",,
7958,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,000 ",4LGBU,Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",,
7959,6 bedroom House for rent Ikate Lekki Lagos," 10,000,000 ",2LGBU,Ikate Lekki Lagos,6,6,7,,,
7960,2 bedroom House for rent Governors road Ikotun/Igando Lagos," 1,100,000/year ",0LGBU,Governors Road Ikotun Igando Lagos,2,2,2,,,
7961,4 bedroom House for rent General Paint Abraham adesanya estate Ajah Lagos," 3,500,000/year ",6LDQP,General Paint Abraham Adesanya Estate Ajah Lagos,4,4,5,"Serviced ,Newly Built",08 Apr 2024,01 May 2024
7962,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 1,700,000 ",1LGBR,Lekki Phase 1 Lekki Lagos, , , ,Serviced,08 Apr 2024,01 May 2024
7963,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 8,000,000/year ",6LCSV,Lekki Phase 1 Lekki Lagos,0,0,0,"Furnished ,Newly Built",31 Mar 2024,01 May 2024
7964,4 bedroom House for rent Ikota Gra Lekki Lagos," 12,000,000/year ",3LCTD,Ikota Gra Lekki Lagos,4,5,5,"Furnished ,Newly Built",31 Mar 2024,01 May 2024
7965,5 bedroom House for rent Diamond Estate Monastery road Sangotedo Lagos," 5,000,000 ",7LGBP,Diamond Estate Monastery Road Sangotedo Lagos,5,6,6,,31 Mar 2024,01 May 2024
7966,4 bedroom House for rent Diamond Estate Monastery road Sangotedo Lagos," 3,500,000 ",2LGBP,Diamond Estate Monastery Road Sangotedo Lagos,4,5,5,,31 Mar 2024,01 May 2024
7967,1 bedroom Flat / Apartment for rent Ogudu-Orike Ogudu Lagos," 500,000/year ",1LGBP,Ogudu Orike Ogudu Lagos,1,1,1,,31 Mar 2024,01 May 2024
7968,3 bedroom Flat / Apartment for rent Ogudu Gra Ogudu GRA Ogudu Lagos," 4,000,000 ",9LGBN,Ogudu Gra Ogudu Gra Ogudu Lagos,3,4, ,,31 Mar 2024,01 May 2024
7969,4 bedroom House for rent Diamond Estate Monastery road Sangotedo Lagos," 3,500,000 ",8LGBN,Diamond Estate Monastery Road Sangotedo Lagos,4,5,5,,31 Mar 2024,01 May 2024
7970,Commercial Property for rent Fagba Agege Lagos," 6,000,000 ",7LGBN,Fagba Agege Lagos, , , ,,31 Mar 2024,01 May 2024
7971,Commercial Property for rent Fagba Agege Lagos," 6,000,000 ",7LGBN,Fagba Agege Lagos, , , ,,31 Mar 2024,01 May 2024
7972,3 bedroom House for rent Ifako-gbagada Gbagada Lagos," 4,500,000 ",3LGBN,Ifako Gbagada Gbagada Lagos,3,4,4,,31 Mar 2024,01 May 2024
7973,1 bedroom Flat / Apartment for rent Freedom Way Ikate Lekki Lagos," 3,500,000 ",8LGBM,Freedom Way Ikate Lekki Lagos,1,1,1,"Furnished ,Serviced",01 May 2024,01 May 2024
