,Title,Price,PID,Location,Bedroom,Bathroom,Toilet,Status,Date Added,Date Updated
8628,5 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 7,000,000/year ",6LAUG,Magodo Gra Phase 2 Kosofe Ikosi Lagos,5,5,6,,13 Mar 2024,01 May 2024
8629,3 bedroom House for rent Lekki Right Via Chisco Entrance Ikate Lekki Lagos," 6,000,000/year ",8KMAS,Lekki Right Via Chisco Entrance Ikate Lekki Lagos,3,4,4,,03 Apr 2024,01 May 2024
8630,4 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",2KTVS,Ikate Lekki Lagos,4,5,5,,24 Apr 2024,01 May 2024
8631,3 bedroom House for rent Ologolo Lekki Lagos," 2,500,000/year ",6LDEB,Ologolo Lekki Lagos,3,4,4,,04 Apr 2024,01 May 2024
8632,3 bedroom House for rent Parkview Estate Ikoyi Lagos," 150,000,000/year ",9KLZW,Parkview Estate Ikoyi Lagos,3,4,4,,03 Apr 2024,01 May 2024
8633,4 bedroom House for rent Adeniyi Jones Ikeja Lagos," 8,000,000/year ",6KWSB,Adeniyi Jones Ikeja Lagos,4,4,5,,02 Feb 2024,01 May 2024
8634,1 bedroom Flat / Apartment for rent Ogudu-Orike Ogudu Lagos," 1,500,000/year ",8LFRS,Ogudu Orike Ogudu Lagos,1,1,1,,27 Apr 2024,01 May 2024
8635,"Commercial Property for rent Independence Street, Anifowose Obafemi Awolowo Way Ikeja Lagos"," 10,000,000/year ",7KSXQ,"Independence Street, Anifowose Obafemi Awolowo Way Ikeja Lagos",0,0,0,,26 Dec 2023,01 May 2024
8636,5 bedroom House for rent Adeniyi Jones Ikeja Lagos," 8,000,000/year ",9KGTV,Adeniyi Jones Ikeja Lagos,5,6,6,Newly Built,22 Jan 2024,01 May 2024
8637,4 bedroom House for rent chevron Lekki Lagos," 5,000,000/year ",7KJLL,Chevron Lekki Lagos,4,5,5,,09 Feb 2024,01 May 2024
8638,House for rent Ikoyi Lagos," 7,000,000/year ",2JYNX,Ikoyi Lagos,0,0,0,,12 Aug 2023,01 May 2024
8639,2 bedroom House for rent Ligali Ayorinde Victoria Island Lagos," 13,000,000/year ",3KMBA,Ligali Ayorinde Victoria Island Lagos,2,3,3,,03 Apr 2024,01 May 2024
8640,2 bedroom House for rent Shonibare Estate Maryland Lagos," 11,000,000/year ",0KXGB,Shonibare Estate Maryland Lagos,2,3,3,"Furnished ,Serviced",22 Apr 2024,01 May 2024
8641,Commercial Property for rent Ademola Adetokunbo Victoria Island Lagos," 100,000/sqm ",8KBLH,Ademola Adetokunbo Victoria Island Lagos,0,0,0,,01 Sep 2023,01 May 2024
8642,3 bedroom House for rent Banana Island Ikoyi Lagos," 30,000,000/year ",7KBBA,Banana Island Ikoyi Lagos,3,4,4,,03 Apr 2024,01 May 2024
8643,4 bedroom House for rent Ikosi Gra CMD Road Kosofe/Ikosi Lagos," 7,500,000/year ",0LFAH,Ikosi Gra Cmd Road Kosofe Ikosi Lagos,4,4,5,,22 Apr 2024,01 May 2024
8644,3 bedroom House for rent Banana Island Banana Island Ikoyi Lagos," 25,000,000/year ",8LCLR,Banana Island Banana Island Ikoyi Lagos,3,4,4,,28 Mar 2024,01 May 2024
8645,4 bedroom House for rent Monastery road Sangotedo Lagos," 3,500,000/year ",3LCMA,Monastery Road Sangotedo Lagos,4,5,5,,28 Mar 2024,01 May 2024
8646,3 bedroom House for rent Old Ikoyi Ikoyi Lagos," 15,000,000/year ",1KQRZ,Old Ikoyi Ikoyi Lagos,3,4,4,,30 Apr 2024,01 May 2024
8647,3 bedroom House for rent Old Ikoyi Ikoyi Lagos," 15,000,000/year ",1KQRZ,Old Ikoyi Ikoyi Lagos,3,4,4,,30 Apr 2024,01 May 2024
8648,4 bedroom House for rent Osapa london Lekki Lagos," 5,000,000/year ",4KNXD,Osapa London Lekki Lagos,4,5,5,,15 Mar 2024,01 May 2024
8649,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",1JWDH,Lekki Phase 1 Lekki Lagos,4,5,5,,27 Feb 2024,01 May 2024
8650,5 bedroom House for rent chevron Lekki Lagos," 6,500,000/year ",0KVJF,Chevron Lekki Lagos,5,6,6,,20 Jan 2024,01 May 2024
8651,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 9,000,000/year ",1KBLN,Lekki Phase 1 Lekki Lagos,4,5,5,,12 Apr 2024,01 May 2024
8652,4 bedroom House for rent Orchid chevron Lekki Lagos," 4,500,000/year ",4LCLY,Orchid Chevron Lekki Lagos,4,5,5,,28 Mar 2024,01 May 2024
8653,4 bedroom House for rent Orchid chevron Lekki Lagos," 4,000,000/year ",4LEYA,Orchid Chevron Lekki Lagos,4,5,5,,21 Apr 2024,01 May 2024
8654,Commercial Property for rent Bode Thomas Surulere Lagos," 15,000,000/year ",2KLJD,Bode Thomas Surulere Lagos,0,0,0,,30 Oct 2023,01 May 2024
8655,3 bedroom House for rent Ligali Ayorinde Victoria Island Lagos," 16,000,000/year ",5KQBD,Ligali Ayorinde Victoria Island Lagos,3,4,4,,30 Apr 2024,01 May 2024
8656,3 bedroom House for rent Banana Island Ikoyi Lagos," 18,000,000/year ",0LFLF,Banana Island Ikoyi Lagos,3,3,4,Serviced,25 Apr 2024,01 May 2024
8657,"4 bedroom House for rent Pacific Abode Estate, VGC Lekki Lagos"," 5,000,000/year ",3KSXM,"Pacific Abode Estate, Vgc Lekki Lagos",4,5,5,,12 Apr 2024,01 May 2024
8658,5 bedroom House for rent ONIRU Victoria Island Lagos," 11,500,000/year ",0JVTJ,Oniru Victoria Island Lagos,5,6,6,,27 Feb 2024,01 May 2024
8659,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 18,000,000/year ",5KRVN,Lekki Phase 1 Lekki Lagos,0,0,0,,13 Dec 2023,01 May 2024
8660,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 30,000,000/year ",5KTTQ,Lekki Phase 1 Lekki Lagos,0,0,0,,05 Jan 2024,01 May 2024
8661,1 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 4,500,000/year ",6KVHW,Ikate Lekki Lagos,1,1,1,"Furnished ,Serviced",30 Apr 2024,01 May 2024
8662,Commercial Property for rent Oregun Ikeja Lagos," 25,000,000/year ",9KJQB,Oregun Ikeja Lagos,0,0,0,,17 Oct 2023,01 May 2024
8663,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 6,000,000/year ",6LCLS,Lekki Phase 1 Lekki Lagos,1,1,1,"Furnished ,Serviced",28 Mar 2024,01 May 2024
8664,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 6,000,000/year ",6LCLS,Lekki Phase 1 Lekki Lagos,1,1,1,,28 Mar 2024,01 May 2024
8665,Commercial Property for rent Akin Adesola Victoria Island Lagos," 20,000,000/year ",7LCKF,Akin Adesola Victoria Island Lagos,0,0,0,,27 Mar 2024,01 May 2024
8666,"3 bedroom House for rent Phase 2, Osborne Foreshore Estate Ikoyi Lagos"," 10,000,000/year ",3KKZB,"Phase 2, Osborne Foreshore Estate Ikoyi Lagos",3,4,4,,02 Apr 2024,01 May 2024
8667,4 bedroom House for rent Lekki Palm City Estate Ado Ajah Lagos," 6,500,000/year ",1KXEN,Lekki Palm City Estate Ado Ajah Lagos,4,5,5,,08 Feb 2024,01 May 2024
8668,Flat / Apartment for rent ONIRU Victoria Island Lagos," 2,500,000/year ",3KHGZ,Oniru Victoria Island Lagos,0,0,0,,09 Oct 2023,01 May 2024
8669,6 bedroom Commercial Property for rent Victoria Island Lagos," 18,000,000/year ",5LFLJ,Victoria Island Lagos,6,6,7,,25 Apr 2024,01 May 2024
8670,Commercial Property for rent Victoria Island Lagos," 140,000/sqm ",6KBBU,Victoria Island Lagos,0,0,0,,30 Aug 2023,01 May 2024
8671,Flat / Apartment for rent Ikoyi Lagos," 6,500,000/year ",2KJUN,Ikoyi Lagos,0,0,0,"Furnished ,Serviced",18 Oct 2023,01 May 2024
8672,4 bedroom House for rent Admiralty Way Lekki Phase 1 Lekki Lagos," 12,000,000/year ",0KVYG,Admiralty Way Lekki Phase 1 Lekki Lagos,4,5,5,,26 Jan 2024,01 May 2024
8673,3 bedroom House for rent ONIRU Victoria Island Lagos," 10,000,000/year ",5LCKF,Oniru Victoria Island Lagos,3,4,4,"Furnished ,Serviced",27 Mar 2024,01 May 2024
8674,1 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 3,000,000/year ",9LCHQ,Ikate Lekki Lagos,1,1,1,,27 Mar 2024,01 May 2024
8675,3 bedroom House for rent chevron Lekki Lagos," 4,000,000/year ",1LEYB,Chevron Lekki Lagos,3,4,4,,21 Apr 2024,01 May 2024
8676,Commercial Property for rent Awolowo way Ikeja Lagos," 10,000,000/year ",8KABK,Awolowo Way Ikeja Lagos,0,0,0,,23 Aug 2023,01 May 2024
8677,4 bedroom Commercial Property for rent Ikate Lekki Lagos," 8,000,000/year ",7KXEM,Ikate Lekki Lagos,4,5,5,,08 Feb 2024,01 May 2024
8678,3 bedroom House for rent Millenuim/UPS Gbagada Lagos," 3,200,000/year ",5KQBR,Millenuim Ups Gbagada Lagos,3,4,4,,24 Apr 2024,01 May 2024
8679,Flat / Apartment for rent Villa Estate Ikota Lekki Lagos," 1,200,000/year ",9KRTL,Villa Estate Ikota Lekki Lagos,0,0,0,,13 Dec 2023,01 May 2024
8680,"Commercial Property for rent Off Akin Adesola, Victoria Island Lagos"," 60,000/year ",7KLDR,"Off Akin Adesola, Victoria Island Lagos",0,0,0,,28 Oct 2023,01 May 2024
8681,2 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 3,000,000/year ",8KCPQ,Magodo Gra Phase 2 Kosofe Ikosi Lagos,2,3,3,,22 Apr 2024,01 May 2024
8682,5 bedroom House for rent Osapa london Lekki Lagos," 7,000,000/year ",0KPHW,Osapa London Lekki Lagos,5,6,6,,15 Mar 2024,01 May 2024
8683,3 bedroom House for rent Banana Island Ikoyi Lagos," 23,000,000/year ",0KLZW,Banana Island Ikoyi Lagos,3,4,4,"Furnished ,Serviced",03 Apr 2024,01 May 2024
8684,4 bedroom House for rent Oral Estate Lekki Lagos," 5,500,000/year ",2KXEL,Oral Estate Lekki Lagos,4,5,5,,08 Feb 2024,01 May 2024
8685,5 bedroom House for rent Osapa london Lekki Lagos," 8,000,000/year ",5KSXK,Osapa London Lekki Lagos,5,6,6,,12 Apr 2024,01 May 2024
8686,Flat / Apartment for rent Parkview Estate Ikoyi Lagos," 12,000,000/year ",2KGEF,Parkview Estate Ikoyi Lagos,0,0,0,,01 Oct 2023,01 May 2024
8687,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 4,500,000/year ",4KXEK,Lekki Phase 1 Lekki Lagos,2,3,3,,22 Apr 2024,01 May 2024
8688,3 bedroom House for rent Off Banana Island Road Ikoyi Lagos," 15,000,000/year ",3KXKW,Off Banana Island Road Ikoyi Lagos,3,4,4,,22 Apr 2024,01 May 2024
